name,email,gender,ip_address,phone,job,ssn,credit_card,income_per_year,age,number_kids,city,signs
Deloria Halahan,dhalahanjp@google.ru,Female,11.232.117.73,241-116-5380,Manager,834-49-0285,346503909862282,45149,30,2,Castelo Branco,Virgo
Fraser Shuttell,fshuttelljq@icio.us,Male,251.38.167.207,395-835-5906,Lawyer,442-08-2863,3552314799626222,61532,58,3,Aveiro,Pisces
Jewell Irving,jirvingjr@economist.com,Female,58.212.28.208,445-795-6327,Lawyer,682-04-3894,4175005956813521,41852,30,1,Viseu,Aries
Jewel L'Archer,jlarcherjs@flickr.com,Female,99.61.137.3,757-473-3441,Engineer,729-39-6642,3556418274331103,52924,38,1,Porto,Taurus
Ferris Iorns,fiornsjt@nationalgeographic.com,Male,179.18.244.214,292-942-9810,Accountant,213-16-5193,5602230050589161,48201,32,1,Coimbra,Libra
Christos Goold,cgooldju@bigcartel.com,Male,15.101.162.123,502-861-4685,Waiter,786-41-7086,201582460741642,17730,38,4,Porto,Taurus
Rhoda Anfosso,ranfossojv@parallels.com,Female,128.4.49.118,469-852-7005,Teacher,707-27-6281,5100148609236984,28338,57,0,Aveiro,Pisces
Spense Baradel,sbaradeljw@statcounter.com,Male,232.91.224.195,835-124-4914,Waiter,225-67-6445,3553452316332434,16038,24,1,Castelo Branco,Sagittarius
Germain L'Episcopi,glepiscopijx@shutterfly.com,Male,84.19.83.235,255-211-0925,Waiter,301-78-8109,201563565536970,10183,57,0,Viseu,Libra
Rustin Girardoni,rgirardonijy@goo.ne.jp,Male,196.142.31.39,587-445-9606,Doctor,396-43-1004,30319545688010,97620,24,0,Porto,Scorpio
Blithe Sleeford,bsleefordjz@moonfruit.com,Female,236.160.175.208,562-669-5034,Teacher,329-79-1673,5100148265155817,20321,48,0,Coimbra,Aries
Cristy Searson,csearsonk0@flavors.me,Female,15.3.104.130,876-916-1193,Engineer,672-12-7643,3573445043797560,53880,47,0,Lisboa,Taurus
Adena Lillico,alillicok1@delicious.com,Female,53.184.60.6,472-826-9717,Accountant,522-27-5931,3581884390844932,45859,51,2,Braga,Gemini
Tobi Bullcock,tbullcockk2@goo.ne.jp,Female,127.240.178.167,351-350-6988,Lawyer,228-07-9382,"6,33357656760671E+017",60080,55,0,Viseu,Sagittarius
Fidelia Gulleford,fgullefordk3@canalblog.com,Female,192.108.55.113,412-698-3031,Engineer,882-56-8831,5048378208809247,53979,41,4,Porto,Leo
Mathilde Ashwood,mashwoodk4@toplist.cz,Female,181.132.229.77,264-777-2386,Teacher,129-95-4750,201403541824044,24001,45,2,Faro,Scorpio
Ellswerth Stead,esteadk5@oaic.gov.au,Male,159.244.70.137,682-931-9642,Teacher,165-95-7202,4672426795479787,24640,23,4,Porto,Cancer
Niels Cicculi,ncicculik6@hp.com,Male,27.80.169.215,295-704-1219,Waiter,495-32-8351,3580070607876591,13410,26,3,Aveiro,Virgo
Danice Hurling,dhurlingk7@imgur.com,Female,28.121.118.198,134-352-8676,Doctor,762-59-5210,3536967386757907,74668,24,1,Porto,Taurus
Franklin Couldwell,fcouldwellk8@google.fr,Male,204.78.186.23,909-182-7090,Waiter,457-43-4832,3558472633778528,14950,28,1,Lisboa,Aquarius
Lauraine Martinho,lmartinhok9@over-blog.com,Female,43.195.113.243,487-856-7197,Waiter,127-52-5674,3556195992702498,16010,28,3,Castelo Branco,Aquarius
Noelyn Abeles,nabeleska@jiathis.com,Female,32.228.150.116,753-153-7184,Lawyer,381-98-1190,3584129050830764,35503,56,3,Lisboa,Scorpio
Florina Riddich,friddichkb@goo.ne.jp,Female,142.156.145.192,409-417-9735,Lawyer,320-73-9195,5610122835291983,40168,56,4,Braga,Gemini
Florentia Rodrig,frodrigkc@umich.edu,Female,47.64.126.193,293-836-2730,Waiter,135-24-4277,5010122203982888,15107,29,0,Lisboa,Cancer
Fulton Blacker,fblackerkd@posterous.com,Male,25.201.150.107,712-118-1298,Doctor,871-80-0774,"6,7068039407562E+018",70848,25,1,Aveiro,Scorpio
Trixy Ravenshear,travenshearke@sciencedirect.com,Female,92.100.236.244,975-464-6042,Accountant,267-43-6155,374288305090648,59466,55,2,Lisboa,Aries
Domenic Curston,dcurstonkf@nps.gov,Male,187.72.182.76,954-958-2926,Teacher,383-11-6530,4017951223995819,20369,25,1,Porto,Aquarius
Lacee Sweetzer,lsweetzerkg@google.de,Female,63.225.155.42,488-564-9426,Engineer,329-44-2975,3552861102572568,40464,58,3,Aveiro,Leo
Virginia Fishenden,vfishendenkh@reference.com,Female,147.17.239.138,479-841-9729,Doctor,328-12-5358,5108759973672620,73086,47,2,Viseu,Pisces
Kelci Blomefield,kblomefieldki@mac.com,Female,242.159.110.92,826-276-7598,Teacher,298-07-2026,3580073905151089,24977,48,2,Porto,Leo
Joelle Scotchmur,jscotchmurkj@cyberchimps.com,Female,183.138.146.57,457-614-4239,Lawyer,707-55-8880,5100178871978880,48897,50,0,Braga,Cancer
Meggi Widdowes,mwiddoweskk@unc.edu,Female,61.131.119.151,604-808-9033,Doctor,576-43-7859,5048374929744961,64736,40,1,Viseu,Leo
Clarabelle Custed,ccustedkl@techcrunch.com,Female,123.160.152.222,890-823-0787,Doctor,487-83-9757,201876810312017,81063,30,1,Castelo Branco,Aquarius
Bernardina Legrand,blegrandkm@parallels.com,Female,144.161.253.72,559-640-9464,Lawyer,163-26-6283,5331681901243028,75152,23,3,Porto,Capricorn
Cassaundra Heditch,cheditchkn@biblegateway.com,Female,243.155.69.101,214-632-9643,Teacher,205-75-2274,4175005142382829,24323,29,2,Braga,Scorpio
Fiann Levey,fleveyko@cdc.gov,Female,11.231.120.112,416-890-8846,Lawyer,157-88-2655,3545524530988083,37930,40,3,Braga,Sagittarius
Barn MacQuaker,bmacquakerkp@netlog.com,Male,195.17.43.204,874-193-7518,Waiter,107-03-4739,3584556509288386,16339,46,4,Lisboa,Virgo
Burg Wilding,bwildingkq@wisc.edu,Male,215.223.105.87,857-959-4026,Doctor,218-44-7198,3585065876778564,64386,59,0,Porto,Gemini
Gaby Shimmin,gshimminkr@biglobe.ne.jp,Male,162.205.35.197,971-113-2875,Accountant,152-39-3711,3573768383800409,58424,51,1,Braga,Aries
Elias Tapper,etapperks@china.com.cn,Male,191.73.21.41,584-721-5882,Waiter,835-37-9867,5395266608060678,15821,33,1,Porto,Aquarius
Corabel Fleckney,cfleckneykt@theglobeandmail.com,Female,30.65.24.150,971-483-9313,Doctor,265-49-3691,4017953787066,90647,51,2,Coimbra,Aquarius
Joe Shurmer,jshurmerku@bravesites.com,Male,72.127.182.156,813-287-5689,Waiter,690-21-4182,3533779394138126,16592,55,4,Viseu,Virgo
Tobe Janacek,tjanacekkv@symantec.com,Male,108.188.247.40,255-973-0350,Lawyer,265-60-7418,4905976108110478,60451,49,0,Viseu,Virgo
Gregoor Druett,gdruettkw@census.gov,Male,169.96.57.61,712-504-4519,Waiter,380-28-0639,3582881777472484,11845,32,3,Viseu,Taurus
Roosevelt Hacquard,rhacquardkx@bizjournals.com,Male,152.195.249.113,224-535-5264,Doctor,829-59-9760,3585337537611496,89439,50,4,Lisboa,Leo
Simon Grimble,sgrimbleky@discovery.com,Male,112.16.202.63,534-107-6507,Lawyer,706-46-5386,5100136549381333,42652,41,4,Castelo Branco,Virgo
Winnah McGeagh,wmcgeaghkz@jimdo.com,Female,29.114.19.15,395-928-6989,Engineer,797-74-4549,201762945432666,56041,43,2,Faro,Pisces
Ced Barde,cbardel0@blogger.com,Male,236.211.164.232,548-851-3085,Engineer,153-32-4575,4405795415531092,56707,53,0,Aveiro,Libra
Amandi Trudgeon,atrudgeonl1@salon.com,Female,205.6.127.72,545-204-3627,Doctor,379-10-0553,30394714603553,94148,40,0,Braga,Sagittarius
Vale MacCleay,vmaccleayl2@studiopress.com,Male,31.164.196.178,374-151-4275,Doctor,185-90-9230,5217537771049524,90016,23,0,Aveiro,Sagittarius
Mildrid MacPadene,mmacpadenel3@sogou.com,Female,222.57.93.81,128-808-4980,Lawyer,685-49-3798,4508574975356091,40948,23,0,Viseu,Scorpio
Louisette Ludovico,lludovicol4@jalbum.net,Female,40.148.197.90,713-621-9489,Teacher,886-21-6298,3586065616084850,22973,38,1,Coimbra,Sagittarius
Theodora Mitchenson,tmitchensonl5@list-manage.com,Female,26.193.224.215,898-815-5380,Teacher,833-91-1607,3568702240427186,22002,41,2,Lisboa,Cancer
Standford Pavlenkov,spavlenkovl6@google.fr,Male,27.18.78.188,253-777-8462,Waiter,837-47-5025,5610609647448827,15669,23,1,Porto,Virgo
Franni Mathews,fmathewsl7@huffingtonpost.com,Female,250.154.148.75,730-715-0807,Manager,785-48-8380,3583208031597774,55140,33,0,Aveiro,Aries
Sonnie Balsdon,sbalsdonl8@nps.gov,Male,61.178.168.241,105-408-9936,Teacher,236-42-2926,"5,64182374039777E+017",34050,60,3,Lisboa,Capricorn
Carlie Heijnen,cheijnenl9@pcworld.com,Male,177.237.22.252,511-243-3355,Accountant,832-81-2387,"6,76733891869537E+017",50374,41,3,Viseu,Cancer
Amata Quaintance,aquaintancela@cbsnews.com,Female,115.114.115.99,469-282-1238,Teacher,225-39-3375,3584640669452550,21439,30,4,Castelo Branco,Virgo
Selig Hencke,shenckelb@nymag.com,Male,140.95.198.46,219-321-0391,Teacher,736-90-4923,3542125238735934,28531,43,0,Braga,Leo
Ode Espinosa,oespinosalc@hao123.com,Male,103.37.142.167,610-187-7543,Waiter,801-40-8031,3559784744933886,16525,44,2,Porto,Taurus
Barbie Schooling,bschoolingld@addtoany.com,Female,184.80.70.85,741-380-6996,Waiter,529-09-7333,3567714679532825,10207,48,1,Viseu,Cancer
Eberto McLeman,emclemanle@alibaba.com,Male,226.134.36.173,373-319-1088,Teacher,161-64-5419,"6,77107381814932E+017",28796,44,3,Aveiro,Sagittarius
Cece Lodden,cloddenlf@cisco.com,Male,243.89.189.204,560-814-2188,Lawyer,234-78-3003,3561426698391739,36618,39,0,Braga,Aries
Brandise Skelington,bskelingtonlg@nature.com,Female,3.38.66.163,165-571-8516,Engineer,203-08-8208,"5,89347959939041E+017",48577,44,3,Lisboa,Sagittarius
Clemmie Reeson,creesonlh@google.com.au,Male,248.100.130.1,339-724-7163,Manager,831-62-8027,3547010686321749,48352,41,2,Castelo Branco,Gemini
Brion Kissack,bkissackli@pagesperso-orange.fr,Male,159.91.58.117,610-933-6419,Accountant,880-45-5596,4026209724657340,47348,32,0,Lisboa,Virgo
Granville Ramlot,gramlotlj@photobucket.com,Male,156.136.187.48,687-342-9064,Waiter,142-90-4321,3567174782300760,12485,50,3,Aveiro,Gemini
Isidro Higginbottam,ihigginbottamlk@soundcloud.com,Male,187.18.24.123,142-831-8970,Engineer,431-16-8766,5602234547503314,44552,32,2,Porto,Aries
Rustie Gorrick,rgorrickll@ehow.com,Male,187.63.179.144,884-189-4929,Waiter,514-69-6228,5295326758463675,17825,28,3,Aveiro,Gemini
Alphonso Grinter,agrinterlm@wordpress.com,Male,64.44.147.93,506-346-6272,Waiter,552-73-5811,340436287795764,15744,31,3,Castelo Branco,Scorpio
Enrika Bracey,ebraceyln@hugedomains.com,Female,80.32.95.18,257-321-6732,Manager,507-31-3901,3564860177699377,45637,56,1,Castelo Branco,Pisces
Dalia Goodhall,dgoodhalllo@oracle.com,Female,9.254.253.230,964-976-7713,Lawyer,530-13-2807,6373235851664522,49974,58,0,Aveiro,Virgo
Linnea Cleft,lcleftlp@pinterest.com,Female,233.79.219.237,500-111-5142,Engineer,410-34-4309,4905296761630062,42491,50,2,Braga,Virgo
Estevan De la Zenne,edelq@elegantthemes.com,Male,112.93.180.235,987-865-5543,Manager,313-14-5325,5573962373267308,48938,54,0,Porto,Pisces
Riki Dockwra,rdockwralr@mit.edu,Female,232.250.2.82,871-215-7758,Lawyer,544-52-3404,3575814459567122,54040,54,0,Coimbra,Capricorn
Denis Burnell,dburnellls@mac.com,Male,186.107.67.7,450-110-9109,Teacher,510-90-7183,3534992710787166,34821,35,1,Viseu,Capricorn
Prescott Le Grove,plelt@shinystat.com,Male,162.144.147.160,441-706-2472,Manager,219-39-8950,5893953743169277,44800,38,2,Coimbra,Pisces
Chloe Tylor,ctylorlu@opera.com,Female,212.96.81.82,812-605-6140,Lawyer,581-47-7506,5100178499749549,72752,53,0,Porto,Aries
Darcie Ianitti,dianittilv@tiny.cc,Female,60.8.10.252,941-204-0387,Manager,405-79-6349,3558320837583899,59439,58,0,Aveiro,Capricorn
Bertrando Pinson,bpinsonlw@berkeley.edu,Male,64.207.226.157,472-127-2242,Accountant,625-83-8068,3561303892997274,49057,25,0,Faro,Scorpio
Malvin Baggiani,mbaggianilx@storify.com,Male,225.205.69.184,-446-6985,Teacher,885-43-8645,3528820357695087,29401,33,4,Viseu,Sagittarius
Delbert Pigram,dpigramly@people.com.cn,Male,14.168.40.5,500-802-5109,Manager,610-89-9849,5104501186624905,51954,40,1,Faro,Pisces
Roddy Billam,rbillamlz@uiuc.edu,Male,169.6.197.243,167-313-9762,Engineer,679-81-1438,5610612292721985,43028,29,4,Coimbra,Gemini
Ariadne Mignot,amignotm0@nydailynews.com,Female,40.152.218.189,776-272-9020,Accountant,895-89-0894,4911141782918223,45292,23,2,Coimbra,Virgo
Camilla Pregel,cpregelm1@hibu.com,Female,150.103.83.244,730-272-1625,Lawyer,855-69-8686,3557801496311418,71709,51,3,Viseu,Virgo
Ophelie Muzzlewhite,omuzzlewhitem2@mlb.com,Female,240.197.236.15,602-557-1976,Manager,848-13-0743,3558417043518014,55524,43,4,Faro,Virgo
Standford Chaffyn,schaffynm3@deliciousdays.com,Male,41.56.104.224,442-758-1960,Doctor,583-97-5929,"4,91126490182754E+018",87565,41,1,Viseu,Aries
Pebrook Koschke,pkoschkem4@hp.com,Male,207.225.51.59,420-243-3490,Waiter,200-04-5874,4917702308495212,16412,33,0,Faro,Scorpio
Colline MacEntee,cmacenteem5@yahoo.com,Female,60.202.205.50,226-339-8408,Accountant,548-71-2723,3579808330579633,42510,44,0,Viseu,Sagittarius
Rourke McDowall,rmcdowallm6@berkeley.edu,Male,104.1.88.253,764-426-0604,Lawyer,581-05-7712,3554458906428309,44190,45,3,Faro,Gemini
Constantino Rubica,crubicam7@cloudflare.com,Male,217.198.229.120,718-153-7711,Engineer,509-39-1051,5602239617963025,44549,52,2,Faro,Libra
Rock Eckert,reckertm8@vinaora.com,Male,31.79.254.53,905-726-7407,Teacher,341-65-2037,337941481883477,27977,43,3,Porto,Aries
Aldus Barry,abarrym9@gov.uk,Male,99.172.208.8,135-582-9175,Teacher,695-71-8330,"5,60224003164589E+018",27321,39,2,Lisboa,Aries
Hebert Allcorn,hallcornma@go.com,Male,17.225.208.109,101-991-5885,Engineer,159-92-9091,4905251251517964,41425,37,2,Aveiro,Gemini
Margalit Dowdell,mdowdellmb@so-net.ne.jp,Female,117.86.147.162,567-677-0586,Doctor,801-52-7998,5002357344381166,94428,52,1,Viseu,Virgo
Gwenette Breens,gbreensmc@sohu.com,Female,132.193.48.211,326-443-9322,Accountant,400-97-5495,3576939770780382,46175,36,1,Porto,Aries
Skipper Ingledow,singledowmd@google.com.au,Male,9.210.104.121,519-177-7284,Lawyer,254-65-0680,5501480572744644,67526,56,4,Castelo Branco,Sagittarius
Waldon Sammons,wsammonsme@wordpress.org,Male,209.155.17.128,429-820-6523,Accountant,233-15-7628,"5,60223866420334E+016",57355,37,0,Lisboa,Sagittarius
Tera Linny,tlinnymf@chronoengine.com,Female,149.220.114.197,875-710-9301,Lawyer,266-45-9258,3584898912659369,75126,54,4,Viseu,Pisces
Marika Powton,mpowtonmg@si.edu,Female,56.137.96.146,331-527-2609,Doctor,587-61-7399,"6,77143781131836E+016",65662,38,3,Castelo Branco,Leo
Marti Fancutt,mfancuttmh@fema.gov,Female,177.236.175.76,743-799-6647,Manager,232-44-9705,5100176066611357,50395,57,0,Braga,Sagittarius
Hadleigh Rablan,hrablanmi@si.edu,Male,239.94.136.107,160-520-0840,Lawyer,444-28-5736,3528377120246847,40258,42,2,Porto,Cancer
Louise Huscroft,lhuscroftmj@wikimedia.org,Female,122.52.36.13,941-903-6035,Accountant,571-34-9044,3578313935555675,42724,50,4,Lisboa,Cancer
Killie Tinkham,ktinkhammk@slate.com,Male,69.94.200.78,996-846-0239,Teacher,193-69-0768,6376642959319981,24585,28,2,Lisboa,Sagittarius
Reider Dreigher,rdreigherml@topsy.com,Male,93.168.117.134,677-445-6765,Teacher,452-44-9132,3535331962616444,27125,30,3,Lisboa,Leo
Pauly Harbard,pharbardmm@histats.com,Female,35.160.163.35,741-370-1396,Accountant,502-76-1876,6381101008759211,58225,54,4,Braga,Scorpio
Reggie McKeown,rmckeownmn@webnode.com,Male,207.187.11.249,969-373-5080,Manager,471-20-6160,201753574650967,48998,27,3,Braga,Pisces
Robby Bulleyn,rbulleynmo@engadget.com,Male,70.17.98.137,703-313-6596,Doctor,172-33-1638,3545954209330012,63818,27,0,Viseu,Libra
Dorree Velareal,dvelarealmp@csmonitor.com,Female,102.34.151.112,726-201-1114,Lawyer,452-74-3822,3578658405142697,30599,31,0,Castelo Branco,Aquarius
Wadsworth A'field,wafieldmq@oakley.com,Male,71.208.72.98,437-705-2736,Waiter,169-11-2344,4175008011955063,16449,46,3,Aveiro,Capricorn
Tobey Nunan,tnunanmr@goo.gl,Female,96.222.189.249,184-853-3408,Doctor,356-25-8377,3575972419273171,87285,46,4,Aveiro,Capricorn
Demetris Edlin,dedlinms@ucsd.edu,Female,68.168.214.171,382-120-1208,Lawyer,329-33-7803,201463557890271,76943,44,2,Castelo Branco,Scorpio
Ailee Mettrick,amettrickmt@wikia.com,Female,178.71.50.3,381-779-7110,Accountant,317-27-5337,201668096657078,46662,44,4,Coimbra,Leo
Paton Sargerson,psargersonmu@github.com,Male,57.77.20.180,636-326-5981,Waiter,563-12-8756,3564320168591513,10305,57,3,Braga,Pisces
Audrey Abrahmer,aabrahmermv@usnews.com,Female,194.63.162.175,677-101-5972,Lawyer,184-40-4614,3543246479270180,37791,55,1,Porto,Virgo
Nap Halvosen,nhalvosenmw@wsj.com,Male,85.98.144.239,383-976-2698,Teacher,357-24-6417,3547928657544942,31131,47,3,Viseu,Virgo
Eilis Abbotson,eabbotsonmx@virginia.edu,Female,118.94.66.223,587-392-4603,Doctor,613-26-7586,5175747705451957,62904,48,2,Castelo Branco,Libra
Madlin Stredwick,mstredwickmy@adobe.com,Female,166.85.5.55,596-220-8115,Engineer,717-65-7750,3559957604844480,53525,27,2,Viseu,Scorpio
Nickolas Managh,nmanaghmz@seesaa.net,Male,110.169.215.184,586-510-3844,Manager,372-10-8031,5602238413603892,58740,46,4,Aveiro,Scorpio
Letta Archbell,larchbelln0@theglobeandmail.com,Female,226.190.189.242,875-292-7686,Accountant,167-27-6202,3562057027645450,53614,48,0,Porto,Leo
Staffard Franzman,sfranzmann1@free.fr,Male,47.91.201.220,756-163-7322,Manager,316-14-5541,201756760547863,54840,53,1,Lisboa,Gemini
Loleta Bozward,lbozwardn2@phpbb.com,Female,249.139.203.110,755-543-3241,Teacher,269-06-9862,3530990795255392,32384,46,2,Faro,Sagittarius
Tracie Gatrill,tgatrilln3@gov.uk,Male,3.241.113.8,624-376-2321,Manager,764-04-8070,201482232644119,40803,41,2,Castelo Branco,Aquarius
Boniface Antham,banthamn4@wikipedia.org,Male,5.118.200.221,250-309-2966,Manager,284-42-6294,"5,89313404184814E+018",46531,36,4,Viseu,Gemini
Redford Clousley,rclousleyn5@ustream.tv,Male,112.247.150.50,584-496-9193,Manager,649-52-4608,3558684071851399,48556,46,2,Coimbra,Aries
Misti Goodbody,mgoodbodyn6@clickbank.net,Female,223.204.111.92,571-835-4276,Doctor,712-13-6324,3553604401985431,61100,57,3,Coimbra,Aries
Rudolph Pumfrett,rpumfrettn7@technorati.com,Male,17.151.32.23,859-798-6484,Accountant,233-82-8264,3538632566033747,49906,46,1,Viseu,Sagittarius
Benson Gudgen,bgudgenn8@google.com.hk,Male,158.222.209.124,683-441-7339,Engineer,308-71-9448,3538223978311242,59928,45,4,Faro,Aries
Siegfried O'Dennehy,sodennehyn9@ebay.co.uk,Male,70.204.34.141,541-875-2992,Manager,521-20-5301,4903176027766045,43054,59,4,Viseu,Taurus
Wolfy Georgeon,wgeorgeonna@ihg.com,Male,220.231.147.93,102-281-1449,Accountant,727-76-5683,3538795338031073,42355,24,2,Viseu,Aries
Isadore Cory,icorynb@tripadvisor.com,Male,66.89.156.173,717-452-2791,Accountant,131-15-1991,3529892217849997,52491,30,1,Lisboa,Leo
Ardelia Miettinen,amiettinennc@prnewswire.com,Female,19.25.20.38,956-840-9763,Teacher,536-55-1422,6706821461827233,29897,59,1,Aveiro,Capricorn
Thadeus Bamford,tbamfordnd@plala.or.jp,Male,66.5.182.182,366-560-3883,Engineer,483-05-9990,5108756103561517,57194,41,0,Coimbra,Capricorn
Emili Roose,eroosene@bigcartel.com,Female,218.64.222.109,792-292-2734,Lawyer,635-20-1448,5010127232330017,53383,25,4,Braga,Sagittarius
Garvy Salterne,gsalternenf@yahoo.co.jp,Male,192.131.14.174,142-855-1931,Doctor,305-64-3556,3563839342750456,94920,54,3,Castelo Branco,Aquarius
Desmond O'Lochan,dolochanng@netlog.com,Male,202.198.59.99,442-347-5296,Engineer,613-31-2895,5610986708593273,56496,24,0,Lisboa,Leo
Nestor Webby,nwebbynh@digg.com,Male,129.252.220.81,706-638-2141,Teacher,618-74-6081,3551787165143883,21877,58,3,Castelo Branco,Cancer
Abe Perocci,aperoccini@soup.io,Male,7.219.21.235,183-589-5133,Accountant,834-61-0671,201880422359648,59173,57,2,Castelo Branco,Virgo
Phyllis Salkeld,psalkeldnj@google.cn,Female,85.189.70.15,509-443-0760,Doctor,207-56-1334,"4,93656908149344E+018",71335,24,0,Faro,Aquarius
Chrisy Levermore,clevermorenk@msu.edu,Male,35.6.172.221,345-500-6308,Engineer,605-54-4649,"6,33321483436599E+018",42948,33,1,Aveiro,Gemini
Abbe Lippitt,alippittnl@phpbb.com,Male,226.86.156.83,972-871-0074,Waiter,337-43-4643,3588750459554881,14649,25,1,Viseu,Gemini
Bennett Coleman,bcolemannm@salon.com,Male,137.98.200.37,813-963-4281,Waiter,159-84-3679,3583399024887759,18556,32,1,Porto,Scorpio
Janot Haggath,jhaggathnn@linkedin.com,Female,177.127.145.75,106-574-3894,Engineer,293-39-8079,3562076657894428,46434,28,4,Coimbra,Aries
Brendin Eighteen,beighteenno@microsoft.com,Male,132.239.110.207,299-595-8815,Doctor,162-30-0787,3587250808511311,92861,25,1,Viseu,Gemini
Vania Pothbury,vpothburynp@ucoz.com,Female,64.221.163.105,557-700-4276,Doctor,377-36-8087,5602214724846934,83792,28,2,Viseu,Scorpio
Jess Whitlaw,jwhitlawnq@wikispaces.com,Female,61.137.54.29,705-796-5787,Accountant,446-84-5060,3552886694301191,50437,42,1,Aveiro,Capricorn
August Freeburn,afreeburnnr@dailymotion.com,Male,16.204.8.47,457-165-1081,Engineer,554-09-4055,3539552050203169,49166,33,2,Castelo Branco,Gemini
Ginnifer Shorto,gshortons@rambler.ru,Female,76.97.59.149,182-169-5006,Manager,440-24-0659,6392271689904282,50808,25,0,Porto,Virgo
Bordy Guillot,bguillotnt@devhub.com,Male,106.159.139.211,298-573-7279,Teacher,189-47-5586,5010124154371046,23199,32,1,Porto,Libra
Elizabet Haverson,ehaversonnu@ifeng.com,Female,23.91.211.192,288-283-0740,Teacher,847-48-1056,30489143153830,31433,31,4,Coimbra,Virgo
Dynah Bruntje,dbruntjenv@360.cn,Female,95.252.213.169,732-949-3018,Lawyer,315-09-6640,3559001155790048,46342,50,2,Faro,Sagittarius
Tristam Sertin,tsertinnw@theguardian.com,Male,52.83.70.75,498-614-4105,Waiter,427-63-5746,5100137990381046,19401,34,1,Viseu,Capricorn
Danielle Foli,dfolinx@shareasale.com,Female,132.148.47.242,324-447-1429,Doctor,256-10-7530,"5,61091631037986E+017",93568,48,0,Viseu,Taurus
Fredia Matushevich,fmatushevichny@dell.com,Female,29.90.105.93,429-893-1868,Teacher,594-31-2525,"6,70656216754824E+018",31732,30,2,Castelo Branco,Aries
Laird Lambie,llambienz@nyu.edu,Male,239.154.113.209,546-641-3439,Waiter,712-41-8375,4844484271348219,17825,36,2,Castelo Branco,Leo
Trey Corday,tcordayo0@hc360.com,Male,124.38.165.144,954-992-2869,Engineer,284-06-7801,3533363255761787,45644,33,1,Braga,Taurus
Eberto Ingle,eingleo1@goo.ne.jp,Male,199.237.107.224,650-656-0677,Waiter,644-82-9317,4017953350779651,13980,58,3,Coimbra,Libra
Lorilyn Herries,lherrieso2@patch.com,Female,8.204.59.196,407-235-9055,Accountant,861-80-7578,347484140683788,45128,48,0,Braga,Virgo
Marven Drakeley,mdrakeleyo3@cam.ac.uk,Male,113.45.78.24,278-826-9499,Accountant,877-17-6825,201776553977754,53891,28,0,Lisboa,Taurus
Marlin Steaning,msteaningo4@blogs.com,Male,210.95.252.254,447-628-3543,Manager,358-74-8973,341264885226563,48447,29,2,Coimbra,Taurus
Diarmid Everest,deveresto5@webeden.co.uk,Male,191.87.167.134,653-420-4407,Manager,258-16-6062,30556656688186,41545,38,3,Faro,Cancer
Cece Cruse,ccruseo6@omniture.com,Male,111.248.60.60,256-175-0185,Manager,255-25-6166,4175009522267279,57322,60,0,Aveiro,Pisces
Estrellita Schultes,eschulteso7@blinklist.com,Female,67.153.237.246,151-206-3619,Engineer,879-31-3884,4917213089630431,59882,48,4,Braga,Aquarius
Rosamund Corragan,rcorragano8@ow.ly,Female,33.95.206.17,547-383-9465,Lawyer,659-47-0975,"6,76284315848984E+018",60084,58,4,Aveiro,Gemini
Elora Peret,epereto9@studiopress.com,Female,147.37.18.169,723-136-0725,Lawyer,700-78-5412,3569341441274771,30017,42,2,Coimbra,Virgo
Gabrielle Sword,gswordoa@cbc.ca,Female,111.124.254.254,271-460-0520,Engineer,732-88-2647,4508311373544626,58097,43,4,Aveiro,Sagittarius
Brade Cinavas,bcinavasob@tripod.com,Male,77.228.119.121,874-988-5900,Engineer,897-76-6857,36964064850634,41180,60,3,Aveiro,Leo
Merla Bellhouse,mbellhouseoc@umn.edu,Female,184.205.221.91,626-833-5071,Waiter,298-95-0825,"6,04692649872095E+017",11817,39,0,Viseu,Aquarius
Glennis Dumphrey,gdumphreyod@adobe.com,Female,131.223.15.207,895-949-4157,Lawyer,752-19-7296,3575095551738981,77419,29,1,Faro,Aquarius
Aida Deignan,adeignanoe@youtube.com,Female,126.49.211.96,917-265-8775,Lawyer,293-79-2352,3564324444526004,51934,57,3,Coimbra,Gemini
Robbi Sollime,rsollimeof@tripod.com,Female,96.30.253.197,413-962-9940,Teacher,549-31-5877,3573964001667342,34006,55,3,Faro,Libra
Leia Seamarke,lseamarkeog@mozilla.com,Female,190.229.127.246,757-183-7969,Accountant,388-16-6808,3550338438457824,56548,55,0,Braga,Aquarius
Marlowe Oneal,monealoh@vk.com,Male,124.239.144.47,630-236-0871,Lawyer,817-37-1583,"6,30413822029356E+018",57612,40,1,Porto,Libra
Bryana Strivens,bstrivensoi@hibu.com,Female,179.97.59.122,134-500-8217,Manager,392-23-0088,3559894202602939,52156,53,0,Aveiro,Scorpio
Stevena Joysey,sjoyseyoj@phpbb.com,Female,177.13.172.135,196-815-2532,Engineer,286-51-6501,4017952219326696,46734,37,2,Lisboa,Aries
Harri Iacovaccio,hiacovacciook@cbsnews.com,Female,161.211.76.11,748-730-8511,Doctor,721-38-2227,5100177756003525,94012,40,0,Coimbra,Taurus
Bax Scawton,bscawtonol@qq.com,Male,210.181.221.27,444-692-5511,Manager,729-75-2652,5471645366221589,50141,25,4,Lisboa,Gemini
